@relation musicout

@attribute BHSUM3 numeric
@attribute amazed-suprised {0,1}
@attribute happy-pleased {0,1}
@attribute relaxing-calm {0,1}
@attribute quiet-still {0,1}
@attribute sad-lonely {0,1}
@attribute angry-aggresive {0,1}
@attribute a {0,1}
@attribute b {0,1}
@attribute c {0,1}
@attribute d {0,1}
@attribute e {0,1}
@attribute f {0,1}
@attribute g {0,1}
@attribute h {0,1}
@attribute i {0,1}


@data
31849,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1
31850,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0
31851,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1
31852,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0
31853,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1
31854,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0
31855,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1
31856,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0
31857,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1
31858,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0
31859,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1
31860,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0
31861,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1
31862,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0
31863,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1
31864,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0
31865,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1
31866,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0
31867,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1
31868,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0
31869,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1
31870,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0
31871,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1
31872,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
31873,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1
31874,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0
31875,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1
31876,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0
31877,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1
31878,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0
31879,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1
31880,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0
31881,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1
31882,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0
31883,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1
31884,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0
31885,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1
31886,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0
31887,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1
31888,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0
31889,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1
31890,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0
31891,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1
31892,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0
31893,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1
31894,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0
31895,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1
31896,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0
31897,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1
31898,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0
31899,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1
31900,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0
31901,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1
31902,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0
31903,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1
31904,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0
31905,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
31906,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0
31907,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1
31908,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0
31909,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1
31910,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0
31911,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1
31912,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0
31913,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1
31914,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0
31915,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1
31916,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0
31917,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1
31918,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0
31919,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
31920,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0
31921,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1
31922,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0
31923,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1
31924,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0
31925,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1
31926,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0
31927,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1
31928,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0
31929,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1
31930,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0
31931,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1
31932,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0
31933,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1
31934,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0
31935,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
31936,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0
31937,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1
31938,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0
31939,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1
31940,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0
31941,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1
31942,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0
31943,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1
31944,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0
31945,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1
31946,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0
31947,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1
31948,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0
31949,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1
31950,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0
31951,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1
31952,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0
31953,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1
31954,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0
31955,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1
31956,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0
31957,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1
31958,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0
31959,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1
31960,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0
31961,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1
31962,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0
31963,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1
31964,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0
31965,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1
31966,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0
31967,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1
31968,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0
31969,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
31970,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0
31971,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1
31972,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0
31973,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1
31974,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0
31975,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1
31976,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0
31977,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1
31978,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
31979,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1
31980,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0
31981,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1
31982,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
31983,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1
31984,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0
31985,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1
31986,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0
31987,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1
31988,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0
31989,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1
31990,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0
31991,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1
31992,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
31993,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1
31994,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
31995,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1
31996,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0
31997,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1
31998,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
31999,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
32000,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
32001,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1
32002,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0
32003,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1
32004,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0
32005,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1
32006,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0
32007,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1
32008,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0
32009,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1
32010,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0
32011,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1
32012,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0
32013,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1
32014,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0
32015,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1
32016,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0
32017,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1
32018,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0
32019,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1
32020,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0
32021,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1
32022,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0
32023,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1
32024,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0
32025,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1
32026,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0
32027,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1
32028,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0
32029,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1
32030,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0
32031,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1
32032,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0
32033,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1
32034,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0
32035,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1
32036,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0
32037,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1
32038,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0
32039,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1
32040,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0
32041,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1
32042,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0
32043,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1
32044,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0
32045,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1
32046,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0
32047,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1
32048,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0
32049,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1
32050,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0
32051,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1
32052,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0
32053,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1
32054,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0
32055,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1
32056,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0
32057,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1
32058,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0
32059,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1
32060,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0
32061,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1
32062,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0
32063,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1
32064,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
32065,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1
32066,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0
32067,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1
32068,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0
32069,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1
32070,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0
32071,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1
32072,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0
32073,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1
32074,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0
32075,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1
32076,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0
32077,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1
32078,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0
32079,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
32080,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0
32081,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1
32082,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0
32083,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1
32084,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0
32085,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1
32086,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0
32087,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1
32088,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0
32089,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1
32090,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0
32091,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1
32092,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0
32093,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1
32094,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0
32095,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1
32096,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
32097,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1
32098,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0
32099,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1
32100,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0
32101,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1
32102,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0
32103,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1
32104,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0
32105,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1
32106,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0
32107,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1
32108,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0
32109,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1
32110,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0
32111,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
32112,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0
32113,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1
32114,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0
32115,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1
32116,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0
32117,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1
32118,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0
32119,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1
32120,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0
32121,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1
32122,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0
32123,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1
32124,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0
32125,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1
32126,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0
32127,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
32128,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
32129,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1
32130,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0
32131,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1
32132,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0
32133,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1
32134,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0
32135,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1
32136,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0
32137,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1
32138,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0
32139,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1
32140,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0
32141,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1
32142,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0
32143,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1
32144,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0
32145,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1
32146,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0
32147,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1
32148,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0
32149,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1
32150,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0
32151,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1
32152,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0
32153,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1
32154,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0
32155,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1
32156,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0
32157,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1
32158,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0
32159,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1
32160,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0
32161,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1
32162,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0
32163,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1
32164,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0
32165,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1
32166,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0
32167,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1
32168,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0
32169,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1
32170,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0
32171,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1
32172,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0
32173,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1
32174,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0
32175,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1
32176,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0
32177,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1
32178,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0
32179,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1
32180,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0
32181,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1
32182,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0
32183,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1
32184,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0
32185,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1
32186,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0
32187,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1
32188,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0
32189,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
32190,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
32191,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
32192,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
32193,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1
32194,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0
32195,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1
32196,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0
32197,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1
32198,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0
32199,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1
32200,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0
32201,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1
32202,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0
32203,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1
32204,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0
32205,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1
32206,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0
32207,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1
32208,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
32209,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1
32210,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0
32211,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1
32212,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0
32213,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1
32214,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0
32215,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1
32216,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0
32217,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1
32218,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0
32219,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1
32220,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0
32221,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1
32222,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0
32223,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
32224,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0
32225,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1
32226,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0
32227,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1
32228,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0
32229,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1
32230,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0
32231,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1
32232,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0
32233,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1
32234,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0
32235,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1
32236,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0
32237,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
32238,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0
32239,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
32240,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0
32241,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1
32242,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0
32243,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1
32244,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0
32245,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1
32246,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
32247,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
32248,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0
32249,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1
32250,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
32251,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
32252,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
32253,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
32254,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
32255,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
32256,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
32257,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
32258,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0
32259,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1
32260,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0
32261,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1
32262,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0
32263,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1
32264,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0
32265,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1
